Site_Name,Month,Day,Year,Time,AM_PM,Level,Unit
IS,8,14,2021,12:50,PM,0,mm
IS,8,14,2021,12:55,AM,0,mm
IS,8,14,2021,12:55,PM,0,mm
IS,8,15,2021,1:00,AM,43.3,mm
IS,8,15,2021,1:00,PM,53.5,mm
IS,8,15,2021,1:05,AM,36,mm
IS,8,15,2021,1:05,PM,42.8,mm
IS,8,15,2021,1:10,AM,23.8,mm
IS,8,15,2021,1:10,PM,41,mm
IS,8,15,2021,1:15,AM,24.7,mm
IS,8,15,2021,1:15,PM,20.3,mm
IS,8,15,2021,1:20,AM,30.8,mm
IS,8,15,2021,1:20,PM,33.5,mm
IS,8,15,2021,1:25,AM,27.8,mm
IS,8,15,2021,1:25,PM,39.2,mm
IS,8,15,2021,1:30,AM,29.8,mm
IS,8,15,2021,1:30,PM,51.2,mm
IS,8,15,2021,1:35,AM,34.3,mm
IS,8,15,2021,1:35,PM,55,mm
IS,8,15,2021,1:40,AM,34,mm
IS,8,15,2021,1:40,PM,52.8,mm
IS,8,15,2021,1:45,AM,30.8,mm
IS,8,15,2021,1:45,PM,57,mm
IS,8,15,2021,1:50,AM,29.5,mm
IS,8,15,2021,1:50,PM,51,mm
IS,8,15,2021,1:55,AM,30.8,mm
IS,8,15,2021,1:55,PM,51.5,mm
IS,8,15,2021,2:00,AM,26.5,mm
IS,8,15,2021,2:00,PM,47.8,mm
IS,8,15,2021,2:05,AM,27,mm
IS,8,15,2021,2:05,PM,48.5,mm
IS,8,15,2021,2:10,AM,35,mm
IS,8,15,2021,2:10,PM,43.8,mm
IS,8,15,2021,2:15,AM,36.7,mm
IS,8,15,2021,2:15,PM,47,mm
IS,8,15,2021,2:20,AM,46.8,mm
IS,8,15,2021,2:20,PM,40.5,mm
IS,8,15,2021,2:25,AM,42.3,mm
IS,8,15,2021,2:25,PM,38,mm
IS,8,15,2021,2:30,AM,36.7,mm
IS,8,15,2021,2:30,PM,31.3,mm
IS,8,15,2021,2:35,AM,28.3,mm
IS,8,15,2021,2:35,PM,46.8,mm
IS,8,15,2021,2:40,AM,26.5,mm
IS,8,15,2021,2:40,PM,42.8,mm
IS,8,15,2021,2:45,AM,38.3,mm
IS,8,15,2021,2:45,PM,44.3,mm
IS,8,15,2021,2:50,AM,37.3,mm
IS,8,15,2021,2:50,PM,43.5,mm
IS,8,15,2021,2:55,AM,40.3,mm
IS,8,15,2021,2:55,PM,46.3,mm
IS,8,15,2021,3:00,AM,45,mm
IS,8,15,2021,3:00,PM,42.3,mm
IS,8,15,2021,3:05,AM,42.8,mm
IS,8,15,2021,3:05,PM,39.3,mm
IS,8,15,2021,3:10,AM,42.5,mm
IS,8,15,2021,3:10,PM,44.5,mm
IS,8,15,2021,3:15,AM,48.7,mm
IS,8,15,2021,3:15,PM,37.2,mm
IS,8,15,2021,3:20,AM,45.8,mm
IS,8,15,2021,3:20,PM,32.8,mm
IS,8,15,2021,3:25,AM,40,mm
IS,8,15,2021,3:25,PM,0,mm
IS,8,15,2021,3:30,AM,34,mm
IS,8,15,2021,3:30,PM,0,mm
IS,8,15,2021,3:35,AM,25.3,mm
IS,8,15,2021,3:35,PM,0,mm
IS,8,15,2021,3:40,AM,38.5,mm
IS,8,15,2021,3:40,PM,32.8,mm
IS,8,15,2021,3:45,AM,41.5,mm
IS,8,15,2021,3:45,PM,40,mm
IS,8,15,2021,3:50,AM,32.5,mm
IS,8,15,2021,3:50,PM,33.7,mm
IS,8,15,2021,3:55,AM,35.8,mm
IS,8,15,2021,3:55,PM,13.5,mm
IS,8,15,2021,4:00,AM,35,mm
IS,8,15,2021,4:00,PM,0,mm
IS,8,15,2021,4:05,AM,37.2,mm
IS,8,15,2021,4:05,PM,0,mm
IS,8,15,2021,4:10,AM,34.3,mm
IS,8,15,2021,4:10,PM,0,mm
IS,8,15,2021,4:15,AM,35.3,mm
IS,8,15,2021,4:15,PM,0,mm
IS,8,15,2021,4:20,AM,50.5,mm
IS,8,15,2021,4:20,PM,0,mm
IS,8,15,2021,4:25,AM,38.3,mm
IS,8,15,2021,4:25,PM,0,mm
IS,8,15,2021,4:30,AM,44.5,mm
IS,8,15,2021,4:30,PM,0,mm
IS,8,15,2021,4:35,AM,31.3,mm
IS,8,15,2021,4:35,PM,0,mm
IS,8,15,2021,4:40,AM,39,mm
IS,8,15,2021,4:40,PM,0,mm
IS,8,15,2021,4:45,AM,46.8,mm
IS,8,15,2021,4:45,PM,0,mm
IS,8,15,2021,4:50,AM,39.8,mm
IS,8,15,2021,4:50,PM,0,mm
IS,8,15,2021,4:55,AM,33.3,mm
IS,8,15,2021,4:55,PM,0,mm
IS,8,15,2021,5:00,AM,39.5,mm
IS,8,15,2021,5:00,PM,0,mm
IS,8,15,2021,5:05,AM,39,mm
IS,8,15,2021,5:05,PM,0,mm
IS,8,15,2021,5:10,AM,27.8,mm
IS,8,15,2021,5:10,PM,0,mm
IS,8,15,2021,5:15,AM,26.7,mm
IS,8,15,2021,5:15,PM,0,mm
IS,8,15,2021,5:20,AM,53.3,mm
IS,8,15,2021,5:20,PM,0,mm
IS,8,15,2021,5:25,AM,63.8,mm
IS,8,15,2021,5:25,PM,0,mm
IS,8,15,2021,5:30,AM,64,mm
IS,8,15,2021,5:30,PM,0,mm
IS,8,15,2021,5:35,AM,58.5,mm
IS,8,15,2021,5:35,PM,0,mm
IS,8,15,2021,5:40,AM,47.8,mm
IS,8,15,2021,5:40,PM,0,mm
IS,8,15,2021,5:45,AM,38.3,mm
IS,8,15,2021,5:45,PM,0,mm
IS,8,15,2021,5:50,AM,40.3,mm
IS,8,15,2021,5:50,PM,0,mm
IS,8,15,2021,5:55,AM,41,mm
IS,8,15,2021,5:55,PM,0,mm
IS,8,15,2021,6:00,AM,49.8,mm
IS,8,15,2021,6:00,PM,0,mm
IS,8,15,2021,6:05,AM,46.8,mm
IS,8,15,2021,6:05,PM,0,mm
IS,8,15,2021,6:10,AM,45.5,mm
IS,8,15,2021,6:10,PM,0,mm
IS,8,15,2021,6:15,AM,47.8,mm
IS,8,15,2021,6:15,PM,34.5,mm
IS,8,15,2021,6:20,AM,49.3,mm
IS,8,15,2021,6:20,PM,43,mm
IS,8,15,2021,6:25,AM,44.7,mm
IS,8,15,2021,6:25,PM,53,mm
IS,8,15,2021,6:30,AM,43.5,mm
IS,8,15,2021,6:30,PM,51.7,mm
IS,8,15,2021,6:35,AM,46.3,mm
IS,8,15,2021,6:35,PM,48.2,mm
IS,8,15,2021,6:40,AM,61,mm
IS,8,15,2021,6:40,PM,51.5,mm
IS,8,15,2021,6:45,AM,59,mm
IS,8,15,2021,6:45,PM,54.7,mm
IS,8,15,2021,6:50,AM,58,mm
IS,8,15,2021,6:50,PM,58.5,mm
IS,8,15,2021,6:55,AM,64.5,mm
IS,8,15,2021,6:55,PM,63.5,mm
IS,8,15,2021,7:00,AM,61.3,mm
IS,8,15,2021,7:00,PM,57.3,mm
IS,8,15,2021,7:05,AM,66.2,mm
IS,8,15,2021,7:05,PM,56.5,mm
IS,8,15,2021,7:10,AM,53,mm
IS,8,15,2021,7:10,PM,56.3,mm
IS,8,15,2021,7:15,AM,50.3,mm
IS,8,15,2021,7:15,PM,58.5,mm
IS,8,15,2021,7:20,AM,51.3,mm
IS,8,15,2021,7:20,PM,54.7,mm
IS,8,15,2021,7:25,AM,53.5,mm
IS,8,15,2021,7:25,PM,51.7,mm
IS,8,15,2021,7:30,AM,56.5,mm
IS,8,15,2021,7:30,PM,53,mm
IS,8,15,2021,7:35,AM,49.5,mm
IS,8,15,2021,7:35,PM,49.8,mm
IS,8,15,2021,7:40,AM,49.8,mm
IS,8,15,2021,7:40,PM,50.5,mm
IS,8,15,2021,7:45,AM,51.7,mm
IS,8,15,2021,7:45,PM,46.3,mm
IS,8,15,2021,7:50,AM,49.3,mm
IS,8,15,2021,7:50,PM,45.8,mm
IS,8,15,2021,7:55,AM,40.5,mm
IS,8,15,2021,7:55,PM,44.7,mm
IS,8,15,2021,8:00,AM,46,mm
IS,8,15,2021,8:00,PM,40,mm
IS,8,15,2021,8:05,AM,52,mm
IS,8,15,2021,8:05,PM,46.3,mm
IS,8,15,2021,8:10,AM,52.5,mm
IS,8,15,2021,8:10,PM,49.7,mm
IS,8,15,2021,8:15,AM,60.3,mm
IS,8,15,2021,8:15,PM,45,mm
IS,8,15,2021,8:20,AM,59,mm
IS,8,15,2021,8:20,PM,49.8,mm
IS,8,15,2021,8:25,AM,58.7,mm
IS,8,15,2021,8:25,PM,44.2,mm
IS,8,15,2021,8:30,AM,60.5,mm
IS,8,15,2021,8:30,PM,45,mm
IS,8,15,2021,8:35,AM,57.5,mm
IS,8,15,2021,8:35,PM,36.3,mm
IS,8,15,2021,8:40,AM,62.2,mm
IS,8,15,2021,8:40,PM,28.8,mm
IS,8,15,2021,8:45,AM,64.3,mm
IS,8,15,2021,8:45,PM,49.5,mm
IS,8,15,2021,8:50,AM,71.2,mm
IS,8,15,2021,8:50,PM,48.7,mm
IS,8,15,2021,8:55,AM,55,mm
IS,8,15,2021,8:55,PM,48,mm
IS,8,15,2021,9:00,AM,58,mm
IS,8,15,2021,9:00,PM,46.5,mm
IS,8,15,2021,9:05,AM,55.8,mm
IS,8,15,2021,9:05,PM,44.7,mm
IS,8,15,2021,9:10,AM,56.5,mm
IS,8,15,2021,9:10,PM,51,mm
IS,8,15,2021,9:15,AM,58.2,mm
IS,8,15,2021,9:15,PM,46.8,mm
IS,8,15,2021,9:20,AM,56,mm
IS,8,15,2021,9:20,PM,43.5,mm
IS,8,15,2021,9:25,AM,57.3,mm
IS,8,15,2021,9:25,PM,37.2,mm
IS,8,15,2021,9:30,AM,55.2,mm
IS,8,15,2021,9:30,PM,42.5,mm
IS,8,15,2021,9:35,AM,54.7,mm
IS,8,15,2021,9:35,PM,41.8,mm
IS,8,15,2021,9:40,AM,61,mm
IS,8,15,2021,9:40,PM,42.3,mm
IS,8,15,2021,9:45,AM,62,mm
IS,8,15,2021,9:45,PM,42,mm
IS,8,15,2021,9:50,AM,60.8,mm
IS,8,15,2021,9:50,PM,38.3,mm
IS,8,15,2021,9:55,AM,59,mm
IS,8,15,2021,9:55,PM,45,mm
IS,8,15,2021,10:00,AM,56.8,mm
IS,8,15,2021,10:00,PM,42.3,mm
IS,8,15,2021,10:05,AM,55.2,mm
IS,8,15,2021,10:05,PM,22.8,mm
IS,8,15,2021,10:10,AM,46.5,mm
IS,8,15,2021,10:10,PM,11.3,mm
IS,8,15,2021,10:15,AM,50.8,mm
IS,8,15,2021,10:15,PM,23.8,mm
IS,8,15,2021,10:20,AM,57.8,mm
IS,8,15,2021,10:20,PM,33.7,mm
IS,8,15,2021,10:25,AM,54.5,mm
IS,8,15,2021,10:25,PM,13.5,mm
IS,8,15,2021,10:30,AM,54.5,mm
IS,8,15,2021,10:30,PM,21,mm
IS,8,15,2021,10:35,AM,55.5,mm
IS,8,15,2021,10:35,PM,41,mm
IS,8,15,2021,10:40,AM,51.2,mm
IS,8,15,2021,10:40,PM,36,mm
IS,8,15,2021,10:45,AM,52.8,mm
IS,8,15,2021,10:45,PM,42.5,mm
IS,8,15,2021,10:50,AM,54,mm
IS,8,15,2021,10:50,PM,37.5,mm
IS,8,15,2021,10:55,AM,64.8,mm
IS,8,15,2021,10:55,PM,37,mm
IS,8,15,2021,11:00,AM,65,mm
IS,8,15,2021,11:00,PM,41.3,mm
IS,8,15,2021,11:05,AM,71.8,mm
IS,8,15,2021,11:05,PM,38.3,mm
IS,8,15,2021,11:10,AM,82.5,mm
IS,8,15,2021,11:10,PM,36.3,mm
IS,8,15,2021,11:15,AM,83.5,mm
IS,8,15,2021,11:15,PM,40.8,mm
IS,8,15,2021,11:20,AM,87.5,mm
IS,8,15,2021,11:20,PM,40.3,mm
IS,8,15,2021,11:25,AM,65.5,mm
IS,8,15,2021,11:25,PM,51,mm
IS,8,15,2021,11:30,AM,64,mm
IS,8,15,2021,11:30,PM,43.5,mm
IS,8,15,2021,11:35,AM,59.8,mm
IS,8,15,2021,11:35,PM,38.8,mm
IS,8,15,2021,11:40,AM,61,mm
IS,8,15,2021,11:40,PM,40.5,mm
IS,8,15,2021,11:45,AM,81.5,mm
IS,8,15,2021,11:45,PM,44.2,mm
IS,8,15,2021,11:50,AM,82.8,mm
IS,8,15,2021,11:50,PM,37.7,mm
IS,8,15,2021,11:55,AM,71.7,mm
IS,8,15,2021,11:55,PM,42,mm
IS,8,15,2021,12:00,AM,30.5,mm
IS,8,15,2021,12:00,PM,51,mm
IS,8,15,2021,12:05,AM,36.8,mm
IS,8,15,2021,12:05,PM,87,mm
IS,8,15,2021,12:10,AM,36.3,mm
IS,8,15,2021,12:10,PM,78,mm
IS,8,15,2021,12:15,AM,45,mm
IS,8,15,2021,12:15,PM,73,mm
IS,8,15,2021,12:20,AM,39.5,mm
IS,8,15,2021,12:20,PM,67.8,mm
IS,8,15,2021,12:25,AM,34.3,mm
IS,8,15,2021,12:25,PM,59.3,mm
IS,8,15,2021,12:30,AM,35.8,mm
IS,8,15,2021,12:30,PM,60.8,mm
IS,8,15,2021,12:35,AM,32.8,mm
IS,8,15,2021,12:35,PM,56,mm
IS,8,15,2021,12:40,AM,24.8,mm
IS,8,15,2021,12:40,PM,56.8,mm
IS,8,15,2021,12:45,AM,27.5,mm
IS,8,15,2021,12:45,PM,56,mm
IS,8,15,2021,12:50,AM,34,mm
IS,8,15,2021,12:50,PM,54.7,mm
IS,8,15,2021,12:55,AM,42,mm
IS,8,15,2021,12:55,PM,56,mm
IS,8,16,2021,1:00,AM,71,mm
IS,8,16,2021,1:00,PM,0,mm
IS,8,16,2021,1:05,AM,76,mm
IS,8,16,2021,1:05,PM,0,mm
IS,8,16,2021,1:10,AM,84.7,mm
IS,8,16,2021,1:10,PM,0,mm
IS,8,16,2021,1:15,AM,76,mm
IS,8,16,2021,1:15,PM,0,mm
IS,8,16,2021,1:20,AM,74.8,mm
IS,8,16,2021,1:20,PM,0,mm
IS,8,16,2021,1:25,AM,81.3,mm
IS,8,16,2021,1:25,PM,0,mm
IS,8,16,2021,1:30,AM,75.5,mm
IS,8,16,2021,1:30,PM,0,mm
IS,8,16,2021,1:35,AM,69.2,mm
IS,8,16,2021,1:35,PM,0,mm
IS,8,16,2021,1:40,AM,61.8,mm
IS,8,16,2021,1:40,PM,0,mm
IS,8,16,2021,1:45,AM,60.5,mm
IS,8,16,2021,1:45,PM,0,mm
IS,8,16,2021,1:50,AM,59.8,mm
IS,8,16,2021,1:50,PM,0,mm
IS,8,16,2021,1:55,AM,66.5,mm
IS,8,16,2021,1:55,PM,0,mm
IS,8,16,2021,2:00,AM,64.2,mm
IS,8,16,2021,2:00,PM,0,mm
IS,8,16,2021,2:05,AM,60,mm
IS,8,16,2021,2:05,PM,0,mm
IS,8,16,2021,2:10,AM,46,mm
IS,8,16,2021,2:10,PM,0,mm
IS,8,16,2021,2:15,AM,50.7,mm
IS,8,16,2021,2:15,PM,0,mm
IS,8,16,2021,2:20,AM,51.2,mm
IS,8,16,2021,2:20,PM,0,mm
IS,8,16,2021,2:25,AM,46.8,mm
IS,8,16,2021,2:25,PM,0,mm
IS,8,16,2021,2:30,AM,40.8,mm
IS,8,16,2021,2:30,PM,0,mm
IS,8,16,2021,2:35,AM,42.5,mm
IS,8,16,2021,2:35,PM,0,mm
IS,8,16,2021,2:40,AM,44.7,mm
IS,8,16,2021,2:40,PM,0,mm
IS,8,16,2021,2:45,AM,40.3,mm
IS,8,16,2021,2:45,PM,0,mm
IS,8,16,2021,2:50,AM,39.8,mm
IS,8,16,2021,2:50,PM,0,mm
IS,8,16,2021,2:55,AM,41.3,mm
IS,8,16,2021,2:55,PM,0,mm
IS,8,16,2021,3:00,AM,43.5,mm
IS,8,16,2021,3:00,PM,0,mm
IS,8,16,2021,3:05,AM,41.5,mm
IS,8,16,2021,3:05,PM,0,mm
IS,8,16,2021,3:10,AM,44.2,mm
IS,8,16,2021,3:10,PM,0,mm
IS,8,16,2021,3:15,AM,46.2,mm
IS,8,16,2021,3:15,PM,0,mm
IS,8,16,2021,3:20,AM,48.5,mm
IS,8,16,2021,3:20,PM,0,mm
IS,8,16,2021,3:25,AM,47.3,mm
IS,8,16,2021,3:25,PM,0,mm
IS,8,16,2021,3:30,AM,48.5,mm
IS,8,16,2021,3:30,PM,0,mm
IS,8,16,2021,3:35,AM,42.5,mm
IS,8,16,2021,3:35,PM,0,mm
IS,8,16,2021,3:40,AM,39.5,mm
IS,8,16,2021,3:40,PM,0,mm
IS,8,16,2021,3:45,AM,28.8,mm
IS,8,16,2021,3:45,PM,0,mm
IS,8,16,2021,3:50,AM,0,mm
IS,8,16,2021,3:50,PM,0,mm
IS,8,16,2021,3:55,AM,8.7,mm
IS,8,16,2021,3:55,PM,0,mm
IS,8,16,2021,4:00,AM,0,mm
IS,8,16,2021,4:00,PM,0,mm
IS,8,16,2021,4:05,AM,0,mm
IS,8,16,2021,4:05,PM,0,mm
IS,8,16,2021,4:10,AM,0,mm
IS,8,16,2021,4:10,PM,0,mm
IS,8,16,2021,4:15,AM,0,mm
IS,8,16,2021,4:15,PM,0,mm
IS,8,16,2021,4:20,AM,0,mm
IS,8,16,2021,4:20,PM,0,mm
IS,8,16,2021,4:25,AM,9,mm
IS,8,16,2021,4:25,PM,0,mm
IS,8,16,2021,4:30,AM,19,mm
IS,8,16,2021,4:30,PM,0,mm
IS,8,16,2021,4:35,AM,20,mm
IS,8,16,2021,4:35,PM,0,mm
IS,8,16,2021,4:40,AM,11.7,mm
IS,8,16,2021,4:40,PM,0,mm
IS,8,16,2021,4:45,AM,0,mm
IS,8,16,2021,4:45,PM,0,mm
IS,8,16,2021,4:50,AM,0,mm
IS,8,16,2021,4:50,PM,0,mm
IS,8,16,2021,4:55,AM,0,mm
IS,8,16,2021,4:55,PM,0,mm
IS,8,16,2021,5:00,AM,0,mm
IS,8,16,2021,5:00,PM,0,mm
IS,8,16,2021,5:05,AM,0,mm
IS,8,16,2021,5:05,PM,0,mm
IS,8,16,2021,5:10,AM,0,mm
IS,8,16,2021,5:10,PM,0,mm
IS,8,16,2021,5:15,AM,0,mm
IS,8,16,2021,5:15,PM,0,mm
IS,8,16,2021,5:20,AM,13.8,mm
IS,8,16,2021,5:20,PM,0,mm
IS,8,16,2021,5:25,AM,28.5,mm
IS,8,16,2021,5:25,PM,0,mm
IS,8,16,2021,5:30,AM,28.3,mm
IS,8,16,2021,5:30,PM,0,mm
IS,8,16,2021,5:35,AM,30,mm
IS,8,16,2021,5:35,PM,0,mm
IS,8,16,2021,5:40,AM,10.5,mm
IS,8,16,2021,5:40,PM,0,mm
IS,8,16,2021,5:45,AM,0,mm
IS,8,16,2021,5:45,PM,0,mm
IS,8,16,2021,5:50,AM,4.8,mm
IS,8,16,2021,5:50,PM,0,mm
IS,8,16,2021,5:55,AM,26,mm
IS,8,16,2021,5:55,PM,0,mm
IS,8,16,2021,6:00,AM,30.3,mm
IS,8,16,2021,6:00,PM,0,mm
IS,8,16,2021,6:05,AM,22.5,mm
IS,8,16,2021,6:05,PM,0,mm
IS,8,16,2021,6:10,AM,11.5,mm
IS,8,16,2021,6:10,PM,0,mm
IS,8,16,2021,6:15,AM,9,mm
IS,8,16,2021,6:15,PM,0,mm
IS,8,16,2021,6:20,AM,14.3,mm
IS,8,16,2021,6:20,PM,0,mm
IS,8,16,2021,6:25,AM,17.3,mm
IS,8,16,2021,6:25,PM,0,mm
IS,8,16,2021,6:30,AM,18.5,mm
IS,8,16,2021,6:30,PM,0,mm
IS,8,16,2021,6:35,AM,14.8,mm
IS,8,16,2021,6:35,PM,0,mm
IS,8,16,2021,6:40,AM,7,mm
IS,8,16,2021,6:40,PM,0,mm
IS,8,16,2021,6:45,AM,5.7,mm
IS,8,16,2021,6:45,PM,0,mm
IS,8,16,2021,6:50,AM,0,mm
IS,8,16,2021,6:50,PM,0,mm
IS,8,16,2021,6:55,AM,0,mm
IS,8,16,2021,6:55,PM,0,mm
IS,8,16,2021,7:00,AM,0,mm
IS,8,16,2021,7:00,PM,0,mm
IS,8,16,2021,7:05,AM,0,mm
IS,8,16,2021,7:05,PM,0,mm
IS,8,16,2021,7:10,AM,0,mm
IS,8,16,2021,7:10,PM,0,mm
IS,8,16,2021,7:15,AM,0,mm
IS,8,16,2021,7:15,PM,0,mm
IS,8,16,2021,7:20,AM,0,mm
IS,8,16,2021,7:20,PM,0,mm
IS,8,16,2021,7:25,AM,0,mm
IS,8,16,2021,7:25,PM,0,mm
IS,8,16,2021,7:30,AM,0,mm
IS,8,16,2021,7:30,PM,0,mm
IS,8,16,2021,7:35,AM,0,mm
IS,8,16,2021,7:35,PM,0,mm
IS,8,16,2021,7:40,AM,0,mm
IS,8,16,2021,7:40,PM,0,mm
IS,8,16,2021,7:45,AM,0,mm
IS,8,16,2021,7:45,PM,0,mm
IS,8,16,2021,7:50,AM,0,mm
IS,8,16,2021,7:50,PM,0,mm
IS,8,16,2021,7:55,AM,0,mm
IS,8,16,2021,7:55,PM,0,mm
IS,8,16,2021,8:00,AM,0,mm
IS,8,16,2021,8:00,PM,0,mm
IS,8,16,2021,8:05,AM,0,mm
IS,8,16,2021,8:05,PM,0,mm
IS,8,16,2021,8:10,AM,0,mm
IS,8,16,2021,8:10,PM,0,mm
IS,8,16,2021,8:15,AM,0,mm
IS,8,16,2021,8:15,PM,0,mm
IS,8,16,2021,8:20,AM,0,mm
IS,8,16,2021,8:20,PM,0,mm
IS,8,16,2021,8:25,AM,17.7,mm
IS,8,16,2021,8:25,PM,0,mm
IS,8,16,2021,8:30,AM,38,mm
IS,8,16,2021,8:30,PM,0,mm
IS,8,16,2021,8:35,AM,39.3,mm
IS,8,16,2021,8:35,PM,0,mm
IS,8,16,2021,8:40,AM,36.7,mm
IS,8,16,2021,8:40,PM,0,mm
IS,8,16,2021,8:45,AM,35,mm
IS,8,16,2021,8:45,PM,0,mm
IS,8,16,2021,8:50,AM,0,mm
IS,8,16,2021,8:50,PM,0,mm
IS,8,16,2021,8:55,AM,29,mm
IS,8,16,2021,8:55,PM,0,mm
IS,8,16,2021,9:00,AM,35.8,mm
IS,8,16,2021,9:00,PM,0,mm
IS,8,16,2021,9:05,AM,36.8,mm
IS,8,16,2021,9:05,PM,0,mm
IS,8,16,2021,9:10,AM,4.3,mm
IS,8,16,2021,9:10,PM,0,mm
IS,8,16,2021,9:15,AM,0.5,mm
IS,8,16,2021,9:15,PM,0,mm
IS,8,16,2021,9:20,AM,33.2,mm
IS,8,16,2021,9:20,PM,0,mm
IS,8,16,2021,9:25,AM,26.8,mm
IS,8,16,2021,9:25,PM,0,mm
IS,8,16,2021,9:30,AM,28.3,mm
IS,8,16,2021,9:30,PM,0,mm
IS,8,16,2021,9:35,AM,16.3,mm
IS,8,16,2021,9:35,PM,0,mm
IS,8,16,2021,9:40,AM,20.3,mm
IS,8,16,2021,9:40,PM,0,mm
IS,8,16,2021,9:45,AM,8.7,mm
IS,8,16,2021,9:45,PM,0,mm
IS,8,16,2021,9:50,AM,0,mm
IS,8,16,2021,9:50,PM,0,mm
IS,8,16,2021,9:55,AM,0,mm
IS,8,16,2021,9:55,PM,0,mm
IS,8,16,2021,10:00,AM,0,mm
IS,8,16,2021,10:00,PM,0,mm
IS,8,16,2021,10:05,AM,0,mm
IS,8,16,2021,10:05,PM,0,mm
IS,8,16,2021,10:10,AM,0,mm
IS,8,16,2021,10:10,PM,0,mm
IS,8,16,2021,10:15,AM,0,mm
IS,8,16,2021,10:15,PM,0,mm
IS,8,16,2021,10:20,AM,0,mm
IS,8,16,2021,10:20,PM,38,mm
IS,8,16,2021,10:25,AM,0,mm
IS,8,16,2021,10:25,PM,45,mm
IS,8,16,2021,10:30,AM,0,mm
IS,8,16,2021,10:30,PM,26.8,mm
IS,8,16,2021,10:35,AM,0,mm
IS,8,16,2021,10:35,PM,10.5,mm
IS,8,16,2021,10:40,AM,0,mm
IS,8,16,2021,10:40,PM,0,mm
IS,8,16,2021,10:45,AM,0,mm
IS,8,16,2021,10:45,PM,0,mm
IS,8,16,2021,10:50,AM,0,mm
IS,8,16,2021,10:50,PM,0,mm
IS,8,16,2021,10:55,AM,0,mm
IS,8,16,2021,10:55,PM,0,mm
IS,8,16,2021,11:00,AM,0,mm
IS,8,16,2021,11:00,PM,14.5,mm
IS,8,16,2021,11:05,AM,0,mm
IS,8,16,2021,11:05,PM,27.3,mm
IS,8,16,2021,11:10,AM,0,mm
IS,8,16,2021,11:10,PM,33.5,mm
IS,8,16,2021,11:15,AM,0,mm
IS,8,16,2021,11:15,PM,32.8,mm
IS,8,16,2021,11:20,AM,0,mm
IS,8,16,2021,11:20,PM,30.8,mm
IS,8,16,2021,11:25,AM,0,mm
IS,8,16,2021,11:25,PM,30,mm
IS,8,16,2021,11:30,AM,0,mm
IS,8,16,2021,11:30,PM,33,mm
IS,8,16,2021,11:35,AM,0,mm
IS,8,16,2021,11:35,PM,32.8,mm
IS,8,16,2021,11:40,AM,0,mm
IS,8,16,2021,11:40,PM,32.8,mm
IS,8,16,2021,11:45,AM,0,mm
IS,8,16,2021,11:45,PM,34,mm
IS,8,16,2021,11:50,AM,0,mm
IS,8,16,2021,11:50,PM,37.3,mm
IS,8,16,2021,11:55,AM,0,mm
IS,8,16,2021,11:55,PM,34.3,mm
IS,8,16,2021,12:00,AM,49.3,mm
IS,8,16,2021,12:00,PM,0,mm
IS,8,16,2021,12:05,AM,62.2,mm
IS,8,16,2021,12:05,PM,0,mm
IS,8,16,2021,12:10,AM,73,mm
IS,8,16,2021,12:10,PM,0,mm
IS,8,16,2021,12:15,AM,79.5,mm
IS,8,16,2021,12:15,PM,0,mm
IS,8,16,2021,12:20,AM,78.8,mm
IS,8,16,2021,12:20,PM,0,mm
IS,8,16,2021,12:25,AM,79.5,mm
IS,8,16,2021,12:25,PM,0,mm
IS,8,16,2021,12:30,AM,78.8,mm
IS,8,16,2021,12:30,PM,0,mm
IS,8,16,2021,12:35,AM,78.3,mm
IS,8,16,2021,12:35,PM,0,mm
IS,8,16,2021,12:40,AM,80.5,mm
IS,8,16,2021,12:40,PM,0,mm
IS,8,16,2021,12:45,AM,76.3,mm
IS,8,16,2021,12:45,PM,0,mm
IS,8,16,2021,12:50,AM,75.7,mm
IS,8,16,2021,12:50,PM,0,mm
IS,8,16,2021,12:55,AM,76.3,mm
IS,8,16,2021,12:55,PM,0,mm
IS,8,17,2021,1:00,AM,38,mm
IS,8,17,2021,1:00,PM,0,mm
IS,8,17,2021,1:05,AM,33,mm
IS,8,17,2021,1:05,PM,0,mm
IS,8,17,2021,1:10,AM,33.7,mm
IS,8,17,2021,1:10,PM,0,mm
IS,8,17,2021,1:15,AM,36.5,mm
IS,8,17,2021,1:15,PM,0,mm
IS,8,17,2021,1:20,AM,38,mm
IS,8,17,2021,1:20,PM,0,mm
IS,8,17,2021,1:25,AM,40,mm
IS,8,17,2021,1:25,PM,0,mm
IS,8,17,2021,1:30,AM,37.5,mm
IS,8,17,2021,1:30,PM,0,mm
IS,8,17,2021,1:35,AM,38.5,mm
IS,8,17,2021,1:35,PM,0,mm
IS,8,17,2021,1:40,AM,34.5,mm
IS,8,17,2021,1:40,PM,0,mm
IS,8,17,2021,1:45,AM,25.5,mm
IS,8,17,2021,1:45,PM,0,mm
IS,8,17,2021,1:50,AM,0,mm
IS,8,17,2021,1:50,PM,0,mm
IS,8,17,2021,1:55,AM,0,mm
IS,8,17,2021,1:55,PM,0,mm
IS,8,17,2021,2:00,AM,0,mm
IS,8,17,2021,2:00,PM,0,mm
IS,8,17,2021,2:05,AM,0,mm
IS,8,17,2021,2:05,PM,0,mm
IS,8,17,2021,2:10,AM,0,mm
IS,8,17,2021,2:10,PM,0,mm
