Site,DateTime,burn,trib_main,Type,Event_Date,Stage,DOC_mgL,SRP_ugL,TC_mgL,TDP_mgL,TN_mgL,TOC_mgL,NH4N_color_mgL,Fluoride_mgL,Chloride_mgL,Sulfate_mgL,Bromide_mgL,NitrateN_mgL,Sodium_uM,Ammonium_uM,Potassium_uM,Magnesium_uM,Calcium_uM
SS,7/23/21 18:56,burned,mainstem,ISCO,7/22/21,flood,15.6,517,33.785,0.206,1.169,NA,0.338,0.2648,6.0279,9.182,0.0413,1.7505,99.387,6.5595,73.555,160.4695,646.2825
SS,7/23/21 22:05,burned,mainstem,ISCO,7/22/21,flood,11.595,414,26.965,0.419,0.979,NA,0.149,0.3283,9.701,18.3515,0.0348,3.4602,104.057,1.53,49.008,102.3365,357.5935
SS,7/24/21 10:56,burned,mainstem,GRAB,7/23/21,flood,12.1,323.5,29.935,0.205,1.904,NA,0.1315,0.2744,13.6463,23.4255,0.0152,3.0687,286.0725,1.53,52.0985,216.3415,475.699
SS,7/25/21 16:35,burned,mainstem,ISCO,7/25/21,flood,8.9155,419.5,28.75,0.144,1.066,NA,0.09615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 16:50,burned,mainstem,ISCO,7/25/21,flood,11.35,NA,NA,NA,1.682,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 17:05,burned,mainstem,ISCO,7/25/21,flood,11.215,481.5,NA,NA,1.4905,NA,0.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 17:08,burned,mainstem,GRAB,7/25/21,flood,8.619,448.5,25.945,0.288,1.467,NA,0.0624,0.2548,5.3823,7.94,0.0186,2.5548,149.549,1.53,80.957,128.985,539.158
SS,7/25/21 17:20,burned,mainstem,ISCO,7/25/21,flood,10.4395,316,NA,NA,2.193,NA,0.09585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 17:35,burned,mainstem,ISCO,7/25/21,flood,9.8935,583.1666667,25.15,0.248,1.657,NA,0.1745,0.3012,5.5079,7.9774,0.0388,2.0332,174.9455,7.1695,79.814,141.3365,389.815
SS,7/25/21 17:50,burned,mainstem,ISCO,7/25/21,flood,9.504,343,NA,NA,2.4285,NA,0.0938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 18:05,burned,mainstem,ISCO,7/25/21,flood,9.247,388,NA,NA,2.16,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 18:20,burned,mainstem,ISCO,7/25/21,flood,9.046,315,NA,NA,2.536,NA,0.06415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 18:35,burned,mainstem,ISCO,7/25/21,flood,9.5135,529,NA,NA,2.371,NA,0.1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/25/21 18:50,burned,mainstem,ISCO,7/25/21,flood,9.081,465.5,21.935,0.172,0.989,NA,0.08645,0.1777,4.3814,10.1074,0.0023,2.9198,111.873,5.579,60.876,108.84,375.9885
SS,7/26/21 18:05,burned,mainstem,ISCO,7/25/21,flood,10.76,NA,NA,NA,2.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/31/21 9:45,burned,mainstem,GRAB,7/31/21,flood,27.44,377.5,62.21,0.164,3.177,NA,0.198,0.3428,7.113,24.6063,0.0712,6.7523,370.737,8.7745,231.7485,370.667,917.7765
SS,8/12/21 8:48,burned,mainstem,GRAB,8/12/21,flood,NA,NA,NA,NA,NA,12.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/12/21 10:14,burned,mainstem,GRAB,8/12/21,flood,12.22,NA,NA,NA,3.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/13/21 22:45,burned,mainstem,ISCO,8/12/21,flood,9.742,477,28.215,0.62,2.7925,NA,0.214,0.643,11.3664,23.6507,0.1537,3.9054,267.6316,21.6376,80.1032,195.642,549.552
SS,8/13/21 23:00,burned,mainstem,ISCO,8/12/21,flood,10.07,477,NA,NA,1.946,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/13/21 23:15,burned,mainstem,ISCO,8/12/21,flood,9.393,477,NA,NA,2.459,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/13/21 23:30,burned,mainstem,ISCO,8/12/21,flood,9.567,438,NA,NA,2.492,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/13/21 23:45,burned,mainstem,ISCO,8/12/21,flood,9.67,404,NA,NA,3.801,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 0:00,burned,mainstem,ISCO,8/14/21,flood,9.218,416,NA,NA,2.632,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 0:15,burned,mainstem,ISCO,8/14/21,flood,9.844,441,NA,NA,3.19,NA,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 0:30,burned,mainstem,ISCO,8/14/21,flood,10.28,476,NA,NA,2.452,NA,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 0:45,burned,mainstem,ISCO,8/14/21,flood,9.754,493,NA,NA,2.622,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 1:00,burned,mainstem,ISCO,8/14/21,flood,9.622,500,NA,NA,2.67,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 1:15,burned,mainstem,ISCO,8/14/21,flood,11.67,666,22.81,0.65,2.256,NA,0.286,0.4875,10.4416,26.598,0.1188,6.2334,274.0875,13.397,74.153,202.243,556.6675
SS,8/14/21 1:30,burned,mainstem,ISCO,8/14/21,flood,10.06,525,NA,NA,2.585,NA,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 2:12,burned,mainstem,ISCO,8/14/21,flood,9.667,436,NA,NA,3.364,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 3:12,burned,mainstem,ISCO,8/14/21,flood,9.496,445,NA,NA,3.794,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 4:12,burned,mainstem,ISCO,8/14/21,flood,9.213,432,NA,NA,2.974,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 5:12,burned,mainstem,ISCO,8/14/21,flood,9.597,404,NA,NA,3.021,NA,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 6:12,burned,mainstem,ISCO,8/14/21,flood,9.321,329,NA,NA,4.817,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 7:12,burned,mainstem,ISCO,8/14/21,flood,9.409,295,NA,NA,3.053,NA,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 8:12,burned,mainstem,ISCO,8/14/21,flood,9.578,281,NA,NA,2.751,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 9:12,burned,mainstem,ISCO,8/14/21,flood,8.814,273,NA,NA,3.338,NA,0.0974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/14/21 10:12,burned,mainstem,ISCO,8/14/21,flood,9.101,218,32.83,0.306,13.20384,NA,0.116,0.5116,19.5865,48.9465,0.055,6.92,326.4575,7.059,41.2215,326.8865,632.523
SS,8/17/21 2:16,burned,mainstem,ISCO,8/16/21,flood,7.3715,179.5,42.54,0.00465,0.901,NA,0.0649,0.2448,9.4603,19.0093,0.0265,2.0282,604.9545,7.4655,86.5235,558.983,720.3335
SS,8/17/21 2:30,burned,mainstem,ISCO,8/17/21,flood,11.13,NA,NA,NA,2.393,NA,NA,NA,NA,NA,NA,NA,233.3888,5.7292,23.8826,205.2946,210.0252
SS,8/17/21 2:45,burned,mainstem,ISCO,8/17/21,flood,14.4,NA,NA,NA,2.8405,NA,NA,NA,NA,NA,NA,NA,262.1224,5.5418,26.6504,246.4778,231.0948
SS,8/17/21 3:00,burned,mainstem,ISCO,8/16/21,flood,13.275,340,NA,NA,2.87,NA,0.07725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/17/21 3:15,burned,mainstem,ISCO,8/16/21,flood,12.715,430.5,39.43,0.00465,0.97,NA,0.144,0.1587,3.7317,8.376,0.0622,2.8199,261.9855,8.096,74.49,335.2315,878.784
SS,8/17/21 3:30,burned,mainstem,ISCO,8/16/21,flood,17.21,297,NA,NA,3.49,NA,0.09055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/17/21 3:45,burned,mainstem,ISCO,8/16/21,flood,18.265,307,NA,NA,3.6955,NA,0.0993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/17/21 4:00,burned,mainstem,ISCO,8/16/21,flood,14.11,488,NA,NA,2.893,NA,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/17/21 4:15,burned,mainstem,ISCO,8/16/21,flood,15.41,NA,NA,NA,2.8575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/17/21 4:30,burned,mainstem,ISCO,8/16/21,flood,14.445,NA,39.955,0.218,1.353,NA,NA,0.2175,5.2303,9.6504,0.0963,3.2712,220.1715,1.53,67.321,306.315,644.6605
SS,8/18/21 11:30,burned,mainstem,GRAB,8/17/21,flood,NA,192,NA,0.00465,0.958,NA,0.10185,0.2548,10.6834,16.002,0.0145,1.5131,666.2195,1.53,97.534,617.6555,921.695
SS,8/18/21 11:30,burned,mainstem,GRAB,8/18/21,flood,9.3155,NA,NA,NA,NA,13.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,8/18/21 11:50,burned,mainstem,ISCO,8/18/21,flood,10.94425,209,NA,0.12,1.015,NA,0.161,0.3766,14.6793,25.8891,0.0111,1.253,439.79525,3.6075,63.84715,417.8425,532.42485
SS,8/18/21 12:05,burned,mainstem,ISCO,8/18/21,flood,11.5,271.5,NA,NA,2.031,NA,0.222,0.2857,12.5836,24.372,0.0528,1.5736,376.1334,16.8182,81.1548,355.3154,494.6258
SS,8/18/21 12:20,burned,mainstem,ISCO,8/18/21,flood,8.811333333,368,NA,NA,1.253666667,NA,0.1315,0.276,6.4166,10.4016,0.0067,1.3531,657.7408,29.6804,158.3652,656.206,912.8654
SS,8/18/21 12:35,burned,mainstem,ISCO,8/18/21,flood,7.021,NA,NA,NA,1.3795,NA,NA,0.2834,4.5789,7.3232,0.0058,1.3546,330.1314,25.2692,90.8386,310.1376,361.1338
SS,8/18/21 12:50,burned,mainstem,ISCO,8/18/21,flood,10.27,NA,NA,NA,1.79,NA,NA,0.2182,3.9214,7.1186,0.0051,1.4842,331.5676,17.8912,102.7236,323.7124,639.177
SS,8/18/21 13:05,burned,mainstem,ISCO,8/18/21,flood,10.3735,NA,NA,NA,1.5675,NA,NA,0.2772,3.5422,6.203,0.0055,1.413,169.7846,12.3776,53.2706,176.4792,401.7294
SS,8/18/21 13:20,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.221,5.3502,6.5438,0.1021,1.4038,225.4392,14.5326,68.4312,189.498,470.7044
SS,8/18/21 13:35,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.334,4.9814,10.56,0.2879,1.6951,239.424,12.4418,68.106,198.555,374.645
SS,8/18/21 13:50,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2319,3.1473,6.5432,0.1614,1.1998,214.5776,12.4364,69.2236,198.7838,382.772
SS,8/18/21 14:05,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2235,3.1933,5.2804,0.4378,0.9089,162.8372,14.0548,71.8256,199.558,421.6746
SS,8/18/21 14:20,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2259,1.8914,3.2614,0.1987,0.6675,97.325,11.5098,70.5984,153.9992,367.9944
SS,8/18/21 14:35,burned,mainstem,ISCO,8/18/21,flood,9.838,299,NA,0.382,1.6065,NA,0.143,0.31,3.2121,5.0093,0.1025,0.8332,179.223,1.53,81.5335,315.183,842.4375
SS,8/18/21 14:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.6909,2.2469,3.4886,0.1705,0.6314,211.8164,13.8372,93.7366,277.3996,630.1818
SS,8/18/21 15:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.288,1.9316,2.53,0.1402,0.5567,184.3028,9.198,68.193,171.785,434.2428
SS,8/18/21 16:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.364,2.1589,3.8042,0.2073,0.7974,128.9558,9.1374,53.6486,128.538,329.642
SS,8/18/21 17:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.3969,3.5567,5.4459,0.3492,1.1697,117.2216,9.023,43.0812,105.6746,288.3704
SS,8/18/21 18:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.1996,2.1976,3.9261,0.0329,1.2395,153.21915,2.49995,52.6265,157.369,400.1707
SS,8/18/21 19:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2059,2.4074,4.391,0.0108,1.5736,191.95505,2.48275,64.6452,169.59145,459.2358
SS,8/18/21 20:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2666,3.5509,10.5295,0.0302,2.3089,106.6306,3.5558,35.1884,97.0448,234.7748
SS,8/18/21 21:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.3656,5.2015,5.7673,0.0082,1.7962,107.935,1.7216,37.2098,92.4904,253.8722
SS,8/18/21 22:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.257,3.3464,8.6795,0.0168,2.0866,130.7836,3.2024,39.7638,114.8536,307.1694
SS,8/18/21 23:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.1858,3.6976,5.2714,0.0085,1.5406,197.7277,2.1722,55.2755,191.93235,430.0493
SS,8/19/21 0:43,burned,mainstem,ISCO,8/18/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2064,3.2607,6.5417,0.0197,1.6016,130.0484,1.224,36.1156,137.6056,524.906
SS,8/19/21 1:43,burned,mainstem,ISCO,8/18/21,flood,10.21,159,NA,0.206,2.354,NA,0.0544,0.1863,3.054,5.9705,0.0023,1.5545,235.679,1.53,53.024,236.3625,602.97
SS,8/19/21 10:48,burned,mainstem,GRAB,8/18/21,flood,NA,NA,NA,NA,1.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,9/1/21 1:15,burned,mainstem,ISCO,9/1/21,flood,NA,226,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,9/1/21 1:30,burned,mainstem,ISCO,9/1/21,flood,NA,250,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,9/1/21 4:14,burned,mainstem,ISCO,9/1/21,flood,8.7705,NA,NA,NA,8.7705,NA,NA,0.2637,2.9867,3.8664,0.0168,0.5667,426.865,4.3138,132.6918,323.953,707.1632
SS,9/1/21 10:40,burned,mainstem,GRAB,9/1/21,flood,5.731,161.5,NA,NA,0.947,7.983,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,10/6/21 11:00,burned,mainstem,GRAB,10/5/21,flood,6.751,118.3,NA,NA,1.461,NA,0.01045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,10/6/21 11:00,burned,mainstem,GRAB,10/5/21,NA,5.56,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,10/6/21 11:00,burned,mainstem,GRAB,10/5/22,flood,NA,NA,NA,NA,NA,7.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,10/12/21 14:30,burned,mainstem,GRAB,NA,baseflow,2.309,14.4,48.37,0.00465,0.004,NA,0.0555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,12/10/21 11:45,burned,mainstem,GRAB,12/10/21,flood,6.6985,NA,NA,NA,0.561,6.5255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,12/11/21 11:45,burned,mainstem,GRAB,12/10/21,flood,NA,104.1,NA,NA,NA,NA,0.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,12/29/21 2:57,burned,mainstem,ISCO,12/29/21,flood,5.189,NA,NA,NA,0.88265,NA,NA,NA,NA,NA,NA,NA,233.3888,5.7292,23.8826,205.2946,210.0252
SS,12/29/21 3:12,burned,mainstem,ISCO,12/29/21,flood,4.868,43.1,NA,NA,1.0465,NA,0.003,NA,NA,NA,NA,NA,262.1224,5.5418,26.6504,246.4778,231.0948
SS,12/29/21 3:28,burned,mainstem,ISCO,12/29/21,flood,5.6085,60.6,NA,NA,1.0066,NA,0.003,NA,NA,NA,NA,NA,237.465,5.685,28.3698,209.693,213.4472
SS,12/29/21 3:43,burned,mainstem,ISCO,12/29/21,flood,6.2725,44.8,NA,NA,1.0515,NA,0.003,NA,NA,NA,NA,NA,185.3668,4.8612,27.1396,164.1284,270.1966
SS,12/29/21 3:58,burned,mainstem,ISCO,12/29/21,flood,6.3625,66.3,NA,NA,0.8178,6.4965,0.003,NA,NA,NA,NA,NA,164.5272,5.0334,26.3148,147.0688,204.516
SS,12/29/21 4:13,burned,mainstem,ISCO,12/29/21,flood,6.2505,90.1,NA,NA,0.8041,6.7655,0.003,NA,NA,NA,NA,NA,90.638,5.5488,18.28,92.8822,148.8812
SS,12/29/21 4:28,burned,mainstem,ISCO,12/29/21,flood,6.737,83.8,NA,NA,0.9927,7.3115,0.003,NA,NA,NA,NA,NA,124.7282,5.8224,27.1262,123.072,196.4862
SS,12/29/21 4:43,burned,mainstem,ISCO,12/29/21,flood,6.802,118.4,NA,NA,1.1795,7.107,0.003,NA,NA,NA,NA,NA,188.8148,5.4984,41.6042,188.9652,228.341
SS,12/29/21 4:58,burned,mainstem,ISCO,12/29/21,flood,7.3935,83.6,NA,NA,0.9233,7.328,0.003,NA,NA,NA,NA,NA,178.6788,5.162,41.398,182.87,263.1102
SS,12/29/21 5:13,burned,mainstem,ISCO,12/29/21,flood,7.2835,98.2,NA,NA,0.8729,7.6405,0.003,NA,NA,NA,NA,NA,176.415,5.4926,42.0782,175.2034,269.3156
SS,12/29/21 5:28,burned,mainstem,ISCO,12/29/21,flood,7.366,96.1,NA,NA,0.881,7.715,0.003,NA,NA,NA,NA,NA,184.3284,6.1922,44.0868,197.9592,274.0802
SS,12/29/21 5:43,burned,mainstem,ISCO,12/29/21,flood,7.66,104.3,NA,NA,0.90685,8.044,0.003,NA,NA,NA,NA,NA,177.4854,6.0318,42.3872,180.7216,239.7938
SS,12/29/21 6:31,burned,mainstem,ISCO,12/29/21,flood,7.6715,125.9,NA,NA,1.0416,7.8985,0.003,NA,NA,NA,NA,NA,180.7336,5.9262,43.1526,187.726,311.5746
SS,12/29/21 7:31,burned,mainstem,ISCO,12/29/21,flood,7.7615,132,NA,NA,1.1155,8.0335,0.003,NA,NA,NA,NA,NA,128.7588,5.229,29.4246,128.2032,169.853
SS,12/29/21 8:31,burned,mainstem,ISCO,12/29/21,flood,7.7855,112.8,NA,NA,1.0029,7.8855,0.003,NA,NA,NA,NA,NA,225.4186,6.06,47.3078,198.2194,244.111
SS,12/29/21 9:31,burned,mainstem,ISCO,12/29/21,flood,7.476,95.9,NA,NA,1.12525,7.553,0.003,NA,NA,NA,NA,NA,220.9386,6.7522,40.8508,208.0904,217.5694
SS,12/29/21 10:31,burned,mainstem,ISCO,12/29/21,flood,7.9825,75.2,NA,NA,0.7624,7.282,0.003,NA,NA,NA,NA,NA,178.3166,5.6876,32.7678,166.1494,177.7518
SS,12/29/21 11:31,burned,mainstem,ISCO,12/29/21,flood,7.6335,68.9,NA,NA,0.9324,7.2555,0.012105,NA,NA,NA,NA,NA,241.3258,6.7086,40.8412,196.272,223.0878
SS,12/29/21 12:31,burned,mainstem,ISCO,12/29/21,flood,7.363,82.7,NA,NA,1.1145,6.9815,0.003,NA,NA,NA,NA,NA,261.1636,6.854,43.0992,207.7064,202.6868
SS,12/29/21 13:31,burned,mainstem,ISCO,12/29/21,flood,7.3785,NA,NA,NA,0.7868,7.029,NA,NA,NA,NA,NA,NA,302.7716,6.8146,46.7316,250.0502,235.6104
SS,1/1/22 0:46,burned,mainstem,ISCO,1/1/22,flood,6.084,NA,NA,NA,0.9652,6.791,NA,NA,NA,NA,NA,NA,196.6882,2.9443,23.1955,152.0093,246.5702
SS,1/1/22 1:00,burned,mainstem,ISCO,1/1/22,flood,5.5325,68.6,NA,NA,0.9347,6.425,0.03085,NA,NA,NA,NA,NA,187.2083,6.5714,26.3799,133.478,258.1578
SS,1/1/22 1:15,burned,mainstem,ISCO,1/1/22,flood,5.9185,79.3,NA,NA,1.0415,5.7815,0.02415,NA,NA,NA,NA,NA,225.4284,5.3378,33.5634,165.2413,322.4755
SS,1/1/22 1:30,burned,mainstem,ISCO,1/1/22,flood,6.1845,64.2,NA,NA,1.10015,6.926,0.01645,NA,NA,NA,NA,NA,268.0143,4.8248,40.496,206.8816,360.3045
SS,1/1/22 1:45,burned,mainstem,ISCO,1/1/22,flood,6.0885,111.7,NA,NA,1.11875,7.057,0.0296,NA,NA,NA,NA,NA,142.2991,4.5311,24.5167,104.9228,214.9856
SS,1/1/22 2:00,burned,mainstem,ISCO,1/1/22,flood,6.359,113.3,NA,NA,1.255,6.9865,0.02585,NA,NA,NA,NA,NA,232.464,7.1949,42.4595,181.7577,366.167
SS,1/1/22 2:20,burned,mainstem,ISCO,1/1/22,flood,6.1725,106.2,NA,NA,1.0535,7.0115,0.0202,NA,NA,NA,NA,NA,185.2592,4.1232,35.6448,142.5538,285.7416
SS,1/1/22 2:56,burned,mainstem,ISCO,1/1/22,flood,6.474,105.8,NA,NA,0.97795,6.8605,0.01625,NA,NA,NA,NA,NA,186.4822,3.3916,40.69,160.1948,315.966
SS,1/1/22 3:40,burned,mainstem,ISCO,1/1/22,flood,6.513,115.9,NA,NA,0.7719,7.045,0.0172,NA,NA,NA,NA,NA,125.1532,3.6048,31.7758,99.904,185.41
SS,1/1/22 6:55,burned,mainstem,ISCO,1/1/22,flood,7.478,94.6,NA,NA,1.019,7.89,0.04185,NA,NA,NA,NA,NA,184.8024,4.8062,39.0608,154.5774,310.1574
SS,1/1/22 9:15,burned,mainstem,ISCO,1/1/22,flood,7.6885,98.1,NA,NA,0.7337,8.033,0.0334,NA,NA,NA,NA,NA,187.0722,6.1158,38.7814,162.1706,329.837
SS,1/1/22 9:30,burned,mainstem,ISCO,1/1/22,flood,7.8435,99.6,NA,NA,0.9432,8.471,0.0298,NA,NA,NA,NA,NA,183.5104,4.0286,38.769,156.8552,342.4448
SS,1/1/22 10:02,burned,mainstem,ISCO,1/1/22,flood,7.6945,78.2,NA,NA,0.87755,7.744,0.01855,NA,NA,NA,NA,NA,200.0456,5.059,38.369,178.1422,358.2802
SS,1/1/22 11:02,burned,mainstem,ISCO,1/1/22,flood,7.268,105,NA,NA,0.86895,7.7955,0.0313,NA,NA,NA,NA,NA,123.1912,4.9144,23.7396,95.0252,175.645
SS,1/1/22 12:02,burned,mainstem,ISCO,1/1/22,flood,7.501,NA,NA,NA,0.89515,7.5535,NA,NA,NA,NA,NA,NA,225.261,4.2036,38.4046,191.8594,319.5852
SS,5/18/22 8:30,burned,mainstem,GRAB,NA,baseflow,1.9425,NA,NA,NA,0.004,1.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,7/28/22 14:45,burned,mainstem,GRAB,7/28/22,flood,NA,NA,NA,NA,NA,24.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPSS,8/31/20 8:45,burned,mainstem,GRAB,8/30/20,flood,63.16,85.2,62.59,NA,7.895,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
