Site,DateTime,burn,trib_main,Type,Event_Date,Stage,DOC_mgL,SRP_ugL,TC_mgL,TDP_mgL,TN_mgL,TOC_mgL,NH4N_color_mgL,Fluoride_mgL,Chloride_mgL,Sulfate_mgL,Bromide_mgL,NitrateN_mgL,Sodium_uM,Ammonium_uM,Potassium_uM,Magnesium_uM,Calcium_uM
CC,9/1/21 5:48,burned,tributary,ISCO,9/1/21,flood,6.6775,220,NA,NA,1.8985,NA,0.003,0.3281,2.6195,6.0001,0.0023,2.1529,NA,NA,NA,NA,NA
CC,9/1/21 6:48,burned,tributary,ISCO,9/1/21,flood,6.832,226.9,NA,NA,1.743,NA,0.003,0.4812,3.059,5.2588,0.0023,1.566,175.1146,3.6512,69.0358,89.1388,266.3092
CC,9/1/21 7:48,burned,tributary,ISCO,9/1/21,flood,7.0055,210.7,NA,NA,1.707,NA,0.003,0.5943,3.7824,7.0494,0.0023,1.7924,270.228,5.7876,86.3666,138.7104,411.5964
CC,9/1/21 8:48,burned,tributary,ISCO,9/1/21,flood,4.616,224,NA,0.184,1.562,NA,0.0331,0.4001,3.4052,4.1104,0.0023,1.1675,288.9565,4.7715,76.08,151.0785,579.9945
CC,9/1/21 10:20,burned,tributary,GRAB,9/1/21,flood,7.001,283,NA,0.27,1.545666667,8.2175,0.0627,0.3601,3.1854,6.3462,0.0374,1.3301,432.5095,1.53,113.6625,222.6305,664.5325
CC,12/29/21 3:08,burned,tributary,ISCO,12/29/21,flood,8.155,NA,NA,NA,1.3015,8.0705,NA,NA,NA,NA,NA,NA,257.9312,0.612,43.0776,123.9528,355.8998
CC,12/29/21 3:23,burned,tributary,ISCO,12/29/21,flood,5.701,96.25,NA,NA,1.199,6.233,0.003,NA,NA,NA,NA,NA,158.5164,4.0622,26.7322,74.6266,189.8
CC,12/29/21 3:38,burned,tributary,ISCO,12/29/21,flood,5.7355,102,NA,NA,1.206,5.989,0.003,NA,NA,NA,NA,NA,169.9652,4.7782,27.9844,85.6152,213.2136
CC,12/29/21 3:53,burned,tributary,ISCO,12/29/21,flood,5.625,62.7,NA,NA,1.2275,5.7915,0.003,NA,NA,NA,NA,NA,206.2464,6.0502,30.9968,99.7182,275.6272
CC,12/29/21 4:08,burned,tributary,ISCO,12/29/21,flood,5.662,106.2,NA,NA,1.588,5.718,0.003,NA,NA,NA,NA,NA,179.247,5.2212,26.5572,73.5856,201.0778
CC,12/29/21 4:23,burned,tributary,ISCO,12/29/21,flood,5.7755,73.1,NA,NA,1.4335,5.7965,0.003,NA,NA,NA,NA,NA,155.8672,4.4486,20.4888,81.8116,236.7538
CC,12/29/21 4:38,burned,tributary,ISCO,12/29/21,flood,5.609,82.65,NA,NA,1.2075,5.7505,0.01126,NA,NA,NA,NA,NA,238.3468,10.6204,33.8522,105.2062,274.7124
CC,12/29/21 4:53,burned,tributary,ISCO,12/29/21,flood,5.5715,108.05,NA,NA,1.1815,5.5065,0.003,NA,NA,NA,NA,NA,160.0846,7.042,19.6706,76.6638,224.137
CC,12/29/21 5:08,burned,tributary,ISCO,12/29/21,flood,5.4205,25.55,NA,NA,1.061,5.455,0.003,NA,NA,NA,NA,NA,152.1476,3.9734,19.0426,70.0982,215.0082
CC,12/29/21 5:23,burned,tributary,ISCO,12/29/21,flood,5.529,60.6,NA,NA,1.0687,5.5015,0.003,NA,NA,NA,NA,NA,159.1982,8.1182,20.6466,80.3506,298.8572
CC,12/29/21 5:38,burned,tributary,ISCO,12/29/21,flood,5.3365,40.6,NA,NA,0.99095,5.4155,0.003,NA,NA,NA,NA,NA,258.9214,5.7076,30.5184,115.426,246.9474
CC,12/29/21 5:53,burned,tributary,ISCO,12/29/21,flood,5.564,47.4,NA,NA,1.458,5.4345,0.003,NA,NA,NA,NA,NA,322.6462,6.6876,36.9806,155.2766,442.8568
CC,12/29/21 6:23,burned,tributary,ISCO,12/29/21,flood,5.671,96.05,NA,NA,2.271,5.4205,0.003,NA,NA,NA,NA,NA,197.5312,4.419,23.8954,94.469,279.5462
CC,12/29/21 7:23,burned,tributary,ISCO,12/29/21,flood,5.8915,51.6,NA,NA,2.106,5.6845,0.003,NA,NA,NA,NA,NA,138.0844,3.6696,15.742,67.3246,197.5078
CC,12/29/21 8:23,burned,tributary,ISCO,12/29/21,flood,5.3935,56.65,NA,NA,2.1835,5.9315,0.003,NA,NA,NA,NA,NA,286.2976,6.5977,35.2972,122.8534,263.2034
CC,12/29/21 9:23,burned,tributary,ISCO,12/29/21,flood,5.836,68.3,NA,NA,1.703,5.7685,0.01175,NA,NA,NA,NA,NA,268.4824,9.0558,31.2446,115.1812,264.5816
CC,12/29/21 10:23,burned,tributary,ISCO,12/29/21,flood,5.9415,67.25,NA,NA,1.9275,5.882,0.003,NA,NA,NA,NA,NA,115.8246,4.1652,13.9908,53.6164,174.5832
CC,12/29/21 11:23,burned,tributary,ISCO,12/29/21,flood,6.0225,79.95,NA,NA,1.9495,6.103,0.02055,NA,NA,NA,NA,NA,314.6116,7.9303,34.9831,141.7154,300.8069
CC,12/29/21 12:23,burned,tributary,ISCO,12/29/21,flood,5.5745,64.9,NA,NA,1.7955,5.7115,0.01515,NA,NA,NA,NA,NA,315.7028,14.2356,33.9408,142.7784,327.4924
CC,12/29/21 13:23,burned,tributary,ISCO,12/29/21,flood,5.8315,NA,NA,NA,1.676,5.8405,NA,NA,NA,NA,NA,NA,188.395,8.5008,20.5748,85.8362,231.7066
CC,1/1/22 0:16,burned,tributary,ISCO,1/1/22,flood,15.69,NA,NA,NA,1.318,NA,NA,NA,NA,NA,NA,NA,285.0977,8.9421,40.1894,136.7079,336.9145
CC,1/1/22 0:31,burned,tributary,ISCO,1/1/22,flood,6.866,69,NA,NA,1.565,NA,0.003,NA,NA,NA,NA,NA,266.66,8.3155,41.4328,123.5183,279.1144
CC,1/1/22 0:46,burned,tributary,ISCO,1/1/22,flood,6.663,72.1,NA,NA,1.335,NA,0.003,NA,NA,NA,NA,NA,254.5958,4.1862,39.0904,121.3293,315.6498
CC,1/1/22 9:01,burned,tributary,ISCO,1/1/22,flood,8.335,NA,NA,NA,1.373,NA,NA,NA,NA,NA,NA,NA,212.264,5.8609,37.5461,104.7582,242.0633
CC,1/1/22 10:01,burned,tributary,ISCO,1/1/22,flood,7.866,103,NA,NA,1.503,NA,0.0377,NA,NA,NA,NA,NA,220.1524,12.3192,40.6064,111.6291,282.9286
CC,1/1/22 11:01,burned,tributary,ISCO,1/1/22,flood,7.927,69.1,NA,NA,1.478,NA,0.0326,NA,NA,NA,NA,NA,233.3566,9.5359,40.5746,120.5229,277.5828
CC,1/1/22 12:01,burned,tributary,ISCO,1/1/22,flood,7.752,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,232.1649,4.5251,39.1046,119.713,310.6617
CC,1/1/22 12:36,burned,tributary,GRAB,1/1/22,flood,6.3905,81.3,NA,NA,1.5235,6.712,0.003,NA,NA,NA,NA,NA,245.4815,3.839,40.6963,127.8028,333.8707
IS,8/14/21 18:32,unburned,tributary,ISCO,8/14/21,flood,8.8995,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IS,8/14/21 18:47,unburned,tributary,ISCO,8/14/21,flood,6.1715,202,NA,0.141,0.647,NA,0.0874,0.8485,4.3779,7.2176,0.0317,0.4891,362.5735,5.488,25.899,147.408,475.041
IS,8/14/21 19:02,unburned,tributary,ISCO,8/14/21,flood,4.782,NA,NA,NA,0.25225,NA,NA,0.936,3.9936,6.7944,0.0224,0.3259,683.4656,27.0886,83.268,430.5608,840.5576
IS,8/14/21 19:16,unburned,tributary,ISCO,8/14/21,flood,5.688,127,NA,NA,0.3032,NA,0.08075,0.9221,4.3084,9.5765,0.0322,0.5138,994.2644,20.8318,100.5771,923.0052,NA
IS,8/14/21 19:31,unburned,tributary,ISCO,8/14/21,flood,8.208,111.7,NA,NA,1.2335,NA,0.07535,0.8849,3.9487,8.307,0.022,0.5647,798.9047,17.4256,86.5842,666.7458,NA
IS,8/14/21 19:46,unburned,tributary,ISCO,8/14/21,flood,8.1595,187,NA,NA,1.421,NA,0.0548,0.8626,4.3936,9.4718,0.0383,0.763,603.0732,12.5511,67.1247,427.6633,1070.6699
IS,8/14/21 20:01,unburned,tributary,ISCO,8/14/21,flood,8.2425,180.9,NA,NA,1.5795,NA,0.0158,0.8116,4.6824,10.3961,0.0023,1.1453,651.3438,7.4506,67.9072,459.5425,1068.2595
IS,8/14/21 20:16,unburned,tributary,ISCO,8/14/21,flood,7.8795,140.2,NA,NA,2.5705,NA,0.003,0.6152,5.5676,10.89,0.0368,1.7964,632.8937,9.7845,63.22,439.7923,988.7466
IS,8/14/21 20:31,unburned,tributary,ISCO,8/14/21,flood,6.1715,223,NA,0.105,1.095,NA,0.003,0.938,9.5603,23.4584,0.0023,2.5605,616.7885,1.53,49.0095,372.3795,1135.821
IS,8/14/21 20:46,unburned,tributary,ISCO,8/14/21,flood,8.1005,143.9,NA,NA,2.494,NA,0.003,1.1094,6.77245,15.42075,0.00905,2.16265,NA,NA,NA,NA,NA
IS,8/14/21 21:01,unburned,tributary,ISCO,8/14/21,flood,8.236,133.2,NA,NA,3.2185,NA,0.003,1.061,8.7536,16.53265,0.01845,2.3991,715.053,31.1284,63.819,419.8206,759.5842
IS,8/14/21 21:46,unburned,tributary,ISCO,8/14/21,flood,8.855,174.2,NA,NA,3.3905,NA,0.003,1.2991,8.3618,19.7726,0.0023,2.7478,500.1576,6.6084,45.5436,289.5888,598.9032
IS,8/14/21 22:46,unburned,tributary,ISCO,8/14/21,flood,8.691,145.9,NA,NA,2.7315,NA,0.003,1.1311,8.0584,16.369,0.0023,2.2585,648.7916,5.0484,51.972,374.7784,693.6016
IS,8/14/21 23:46,unburned,tributary,ISCO,8/14/21,flood,8.581,158.6,NA,NA,3.172,NA,0.003,2.0841,15.1128,43.4793,0.0104,5.1515,968.5092,11.876,77.3646,581.7026,1122.7198
IS,8/15/21 4:46,unburned,tributary,ISCO,8/14/21,flood,8.759,NA,NA,NA,3.9325,NA,NA,1.759,12.83365,35.3507,0.0023,4.0255,NA,NA,NA,NA,NA
IS,8/15/21 5:46,unburned,tributary,ISCO,8/14/21,flood,8.655,NA,NA,NA,3.7605,NA,NA,1.0247,9.2138,17.5193,0.0051,2.9488,1660.1266,22.894,113.0492,1025.9296,1094.5606
IS,8/15/21 7:46,unburned,tributary,ISCO,8/14/21,flood,6.2185,170,NA,0.212,12.18126,NA,0.0212,1.6336,12.4557,27.7366,0.0051,3.9975,844.258,1.53,46.286,515.7135,1078.4105
IS,8/19/21 4:46,unburned,tributary,ISCO,8/14/21,flood,NA,176.4,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IS,8/19/21 8:45,unburned,tributary,GRAB,8/18/21,flood,7.073,174.5,43.18,0.146,2.257333333,NA,0.02345,0.3218,3.7596,9.7073,0.0057,2.4019,247.8235,1.53,48.377,144.608,533.7385
MW,7/23/21 2:06,burned,tributary,ISCO,7/22/21,flood,NA,401,NA,0.516,0.734,NA,0.0504,0.0012,91.2726,41.3155,0.0166,0.0708,1310.5,1.53,187.9,274.21,1360.392
MW,7/24/21 13:30,burned,tributary,GRAB,7/23/21,flood,10.515,428.5,25.065,0.287,1.774,NA,0.0337,0.6055,10.3567,28.354,0.0023,3.785,298.068,1.53,89.9145,152.464,535.732
MW,7/25/21 15:21,burned,tributary,ISCO,7/25/21,flood,121.45,NA,NA,NA,1.148,NA,NA,0.0012,0.0034,224.1133,0.5919,4.00E-04,13615.053,4.375,337.68425,1472.96175,4618.86825
MW,7/25/21 15:58,burned,tributary,ISCO,7/25/21,flood,11.33,NA,NA,NA,0.004,19.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 16:13,burned,tributary,ISCO,7/25/21,flood,8.2405,261,NA,NA,0.66545,11.785,0.03875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 16:28,burned,tributary,ISCO,7/25/21,flood,8.609,271,NA,NA,0.7295,11.13,0.0283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 16:43,burned,tributary,ISCO,7/25/21,flood,7.8885,450.5,NA,NA,1.221,10.995,0.0746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 16:58,burned,tributary,ISCO,7/25/21,flood,8.492,317,NA,NA,1.1255,11.905,0.04105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 17:13,burned,tributary,ISCO,7/25/21,flood,6.5415,303,NA,NA,1.1085,NA,0.04255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 17:28,burned,tributary,ISCO,7/25/21,flood,8.164,NA,NA,NA,1.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 17:30,burned,tributary,GRAB,7/25/21,flood,6.7625,403,21.415,0.192,1.468,NA,0.1095,0.4399,6.0276,16.5912,0.0132,3.7186,163.5045,1.53,54.836,104.5395,413.245
MW,7/25/21 18:13,burned,tributary,ISCO,7/25/21,flood,7.558,436.5,26.1,0.142,0.004,NA,0.0742,0.3182,3.8261,8.2643,0.0317,1.6042,138.8425,1.53,65.684,117.4365,455.0125
MW,7/25/21 20:14,burned,tributary,ISCO,7/25/21,flood,9.435,250,NA,NA,1.968,13.185,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/25/21 21:13,burned,tributary,ISCO,7/25/21,flood,9.744,268,NA,NA,2.207,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/26/21 0:13,burned,tributary,ISCO,7/25/21,flood,12.11,311.5,NA,NA,3.8265,14.84,0.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/26/21 1:13,burned,tributary,ISCO,7/25/21,flood,11.205,381,NA,NA,5.567,NA,0.09075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/26/21 2:13,burned,tributary,ISCO,7/25/21,flood,10.255,405,NA,NA,4.909,12.27,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/26/21 3:13,burned,tributary,ISCO,7/25/21,flood,13.38,230,NA,NA,4.389,NA,0.0127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/26/21 4:13,burned,tributary,ISCO,7/25/21,flood,8.0775,NA,NA,NA,3.492,13.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,7/26/21 5:13,burned,tributary,ISCO,7/25/21,flood,9.172,NA,NA,NA,NA,NA,NA,0.6536,25.9259,61.5201,0.0023,11.9793,992.108,1.53,138.8015,397.5975,1003.422
MW,8/12/21 8:48,burned,tributary,GRAB,8/12/21,flood,NA,NA,NA,NA,NA,14.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,8/12/21 10:14,burned,tributary,GRAB,8/12/21,flood,13.72,NA,NA,NA,2.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,8/14/21 13:22,burned,tributary,GRAB,8/14/21,flood,9.572,308,33.055,0.1,9.5,NA,0.0996,1.2257,9.9846,31.9828,0.0062,2.627,797.536,4.9035,113.5895,371.194,1038.9495
MW,8/17/21 0:00,burned,tributary,ISCO,8/16/21,flood,20.6,241.5,NA,NA,1.4775,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,8/17/21 0:12,burned,tributary,ISCO,8/16/21,flood,9.533,329.5,NA,NA,1.517,NA,0.06065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,8/17/21 9:20,burned,tributary,GRAB,8/16/21,flood,7.371,233.5,51.52,0.251,1.057,NA,0.08635,0.8256,25.3037,51.5434,0.0023,1.2115,629.7555,1.53,55.9385,341.4715,884.5495
MW,8/17/21 9:20,burned,tributary,ISCO,8/16/21,flood,7.6715,NA,NA,NA,1.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW,8/19/21 12:44,burned,tributary,GRAB,8/18/21,flood,7.065,202,35.855,0.142,1.111,NA,0.07905,1.3917,11.0333,34.6353,0.0257,3.0941,529.778,7.0475,83.62,234.58,756.6075
MW,9/1/21 11:26,burned,tributary,GRAB,9/1/21,flood,7.056,238,NA,0.218,1.435,7.6095,0.0893,0.7234,4.7735,8.1815,0.0023,0.6193,351.0365,5.485,32.836,191.397,858.194
MW,7/28/22 15:12,burned,tributary,GRAB,7/28/22,flood,NA,NA,NA,NA,NA,22.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NS,8/14/21 9:00,unburned,mainstem,GRAB,8/14/21,baseflow,NA,NA,NA,NA,NA,NA,NA,0.0994,8.3742,12.8596,0.0252,0.6212,218.2015,1.53,21.9365,302.952,477.862
NS,8/14/21 9:00,unburned,mainstem,GRAB,8/14/21,flood,6.0315,47.25,NA,0.00465,1.006833333,NA,0.075473333,0.0994,8.3742,12.8596,0.0252,0.6212,218.2015,1.53,21.9365,302.952,477.862
RC,7/22/21 22:00,burned,tributary,ISCO,7/22/21,flood,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/22/21 22:10,burned,tributary,ISCO,7/22/21,flood,27.335,NA,50.425,NA,0.63745,NA,NA,0.0012,4.617,5.7018,0.052,0.0638,59.3655,1.53,133.07,111.8925,658.161
RC,7/22/21 22:24,burned,tributary,ISCO,7/22/21,flood,10.5395,593,NA,NA,1.953,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/23/21 0:09,burned,tributary,ISCO,7/22/21,flood,9.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/23/21 0:09,burned,tributary,ISCO,7/23/21,flood,200.1,543,NA,NA,0.9679,NA,0.162,NA,NA,NA,NA,NA,220.9386,6.7522,40.8508,208.0904,217.5694
RC,7/23/21 0:24,burned,tributary,ISCO,7/23/21,flood,33.115,693,NA,NA,1.518,NA,0.293,NA,NA,NA,NA,NA,178.3166,5.6876,32.7678,166.1494,177.7518
RC,7/23/21 0:39,burned,tributary,ISCO,7/22/21,flood,13.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/23/21 0:39,burned,tributary,ISCO,7/23/21,flood,NA,649,NA,NA,1.075,NA,0.1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/23/21 0:54,burned,tributary,ISCO,7/22/21,flood,8.4445,NA,36.54,NA,0.7776,NA,NA,0.2795,3.9754,6.2677,0.4491,0.0691,54.8485,5.294,138.379,82.471,398.2845
RC,7/23/21 0:54,burned,tributary,ISCO,7/23/21,flood,21.17,731,NA,NA,1.324,NA,0.06175,NA,NA,NA,NA,NA,241.3258,6.7086,40.8412,196.272,223.0878
RC,7/23/21 3:09,burned,tributary,ISCO,7/22/21,flood,2.784,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/23/21 3:09,burned,tributary,ISCO,7/23/21,flood,NA,461,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/23/21 3:24,burned,tributary,ISCO,7/23/21,flood,10.795,458,NA,NA,1.3165,NA,0.228,NA,NA,NA,NA,NA,261.1636,6.854,43.0992,207.7064,202.6868
RC,7/23/21 3:39,burned,tributary,ISCO,7/23/21,flood,11.21,415,NA,NA,1.0125,NA,0.03555,NA,NA,NA,NA,NA,302.7716,6.8146,46.7316,250.0502,235.6104
RC,7/23/21 3:54,burned,tributary,ISCO,7/23/21,flood,12.37,456,NA,NA,1.4125,NA,0.164,NA,NA,NA,NA,NA,257.9312,0.612,43.0776,123.9528,355.8998
RC,7/23/21 4:09,burned,tributary,ISCO,7/23/21,flood,11.525,494,NA,NA,1.5535,NA,0.173,NA,NA,NA,NA,NA,158.5164,4.0622,26.7322,74.6266,189.8
RC,7/24/21 0:09,burned,tributary,ISCO,7/23/21,flood,NA,NA,NA,NA,NA,12.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/24/21 0:24,burned,tributary,ISCO,7/23/21,flood,NA,NA,NA,NA,NA,21.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/24/21 0:39,burned,tributary,ISCO,7/23/21,flood,NA,NA,NA,NA,NA,23.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/24/21 3:09,burned,tributary,ISCO,7/23/21,flood,NA,NA,NA,NA,NA,10.7355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/24/21 3:24,burned,tributary,ISCO,7/23/21,flood,NA,NA,NA,NA,NA,13.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/24/21 3:39,burned,tributary,ISCO,7/23/21,flood,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/24/21 8:09,burned,tributary,ISCO,7/23/21,flood,10.75,NA,18.565,NA,0.5062,NA,NA,0.6849,1.1026,3.5735,0.0165,0.0981,94.1446,3.1541,34.37145,54.49385,213.4873
RC,7/24/21 9:15,burned,tributary,GRAB,7/23/21,flood,8.927,168,23.545,0.00465,0.203133333,NA,NA,0.1128,2.0239,2.1499,0.0822,0.6858,43.7665,10.247,75.7185,39.7545,310.3485
RC,7/24/21 10:24,burned,tributary,ISCO,7/22/21,flood,NA,NA,NA,NA,NA,20.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RC,7/25/21 13:25,burned,tributary,ISCO,7/25/21,flood,10.39,246,NA,NA,NA,NA,0.0406,0.3176,1.369,0.7494,0.0023,0.0559,44.3015,9.874,51.8565,54.103,357.435
RC,7/25/21 13:39,burned,tributary,ISCO,7/25/21,flood,13.81,NA,NA,NA,0.5713,NA,NA,0.2788,1.9797,1.2286,0.0023,0.105,119.3122,3.0658,128.9268,168.168,436.1654
RC,7/25/21 13:54,burned,tributary,ISCO,7/25/21,flood,13.79,478.5,NA,NA,0.76105,NA,0.0222,0.3021,2.4763,2.866,0.0023,0.1439,160.8274,5.018,145.1288,222.4722,492.4298
RC,7/25/21 14:09,burned,tributary,ISCO,7/25/21,flood,10.75,431,NA,NA,0.953,NA,0.01725,0.2383,2.5467,3.3702,0.0023,0.2659,187.0896,4.4654,140.4056,217.6278,568.4488
